2023-11-15 17:33:59,159 INFO    StreamThr :193887 [internal.py:wandb_internal():86] W&B internal server running at pid: 193887, started at: 2023-11-15 17:33:59.159418
2023-11-15 17:33:59,160 DEBUG   HandlerThread:193887 [handler.py:handle_request():146] handle_request: status
2023-11-15 17:33:59,161 INFO    WriterThread:193887 [datastore.py:open_for_write():85] open: /home/jonathancarona/Documents/visual-studio-code-projects/MLOPS/project_2/wandb/run-20231115_173359-uh9gmokk/run-uh9gmokk.wandb
2023-11-15 17:33:59,162 DEBUG   SenderThread:193887 [sender.py:send():380] send: header
2023-11-15 17:33:59,164 DEBUG   SenderThread:193887 [sender.py:send():380] send: run
2023-11-15 17:33:59,667 INFO    SenderThread:193887 [dir_watcher.py:__init__():211] watching files in: /home/jonathancarona/Documents/visual-studio-code-projects/MLOPS/project_2/wandb/run-20231115_173359-uh9gmokk/files
2023-11-15 17:33:59,667 INFO    SenderThread:193887 [sender.py:_start_run_threads():1124] run started: uh9gmokk with start time 1700066039.159323
2023-11-15 17:33:59,673 DEBUG   HandlerThread:193887 [handler.py:handle_request():146] handle_request: check_version
2023-11-15 17:33:59,673 DEBUG   SenderThread:193887 [sender.py:send_request():407] send_request: check_version
2023-11-15 17:33:59,791 DEBUG   HandlerThread:193887 [handler.py:handle_request():146] handle_request: run_start
2023-11-15 17:33:59,792 DEBUG   HandlerThread:193887 [system_info.py:__init__():32] System info init
2023-11-15 17:33:59,792 DEBUG   HandlerThread:193887 [system_info.py:__init__():47] System info init done
2023-11-15 17:33:59,792 INFO    HandlerThread:193887 [system_monitor.py:start():194] Starting system monitor
2023-11-15 17:33:59,792 INFO    SystemMonitor:193887 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-15 17:33:59,793 INFO    HandlerThread:193887 [system_monitor.py:probe():214] Collecting system info
2023-11-15 17:33:59,793 INFO    SystemMonitor:193887 [interfaces.py:start():190] Started cpu monitoring
2023-11-15 17:33:59,794 INFO    SystemMonitor:193887 [interfaces.py:start():190] Started disk monitoring
2023-11-15 17:33:59,794 INFO    SystemMonitor:193887 [interfaces.py:start():190] Started memory monitoring
2023-11-15 17:33:59,794 INFO    SystemMonitor:193887 [interfaces.py:start():190] Started network monitoring
2023-11-15 17:33:59,797 DEBUG   HandlerThread:193887 [system_info.py:probe():196] Probing system
2023-11-15 17:33:59,798 DEBUG   HandlerThread:193887 [system_info.py:_probe_git():181] Probing git
2023-11-15 17:33:59,801 DEBUG   HandlerThread:193887 [system_info.py:_probe_git():189] Probing git done
2023-11-15 17:33:59,801 DEBUG   HandlerThread:193887 [system_info.py:probe():244] Probing system done
2023-11-15 17:33:59,801 DEBUG   HandlerThread:193887 [system_monitor.py:probe():223] {'os': 'Linux-6.2.6-76060206-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2023-11-15T16:33:59.797403', 'startedAt': '2023-11-15T16:33:59.156835', 'docker': None, 'cuda': None, 'args': ('--api_key', 'a152ad3d56acd3b88359321b5b220443a3c157af', '--learning_rate', '6.991860954982597e-05', '--train_batch_size', '256', '--optimizer_type', 'Adam'), 'state': 'running', 'program': '/home/jonathancarona/Documents/visual-studio-code-projects/MLOPS/project_2/distilbert_on_mrpc.py', 'codePathLocal': 'distilbert_on_mrpc.py', 'codePath': 'distilbert_on_mrpc.py', 'git': {'remote': 'git@github.com:JDCarona/project2-mlops.git', 'commit': '7952415e29365421cf6a453766e8f110de4b0ff6'}, 'email': 'jonathan.carona@stud.hslu.ch', 'root': '/home/jonathancarona/Documents/visual-studio-code-projects/MLOPS/project_2', 'host': 'pop-os', 'username': 'jonathancarona', 'executable': '/home/jonathancarona/anaconda3/envs/mlops2/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3184.939375, 'min': 400.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 3766.65, 'min': 400.0, 'max': 4700.0}, {'current': 4036.242, 'min': 400.0, 'max': 4700.0}, {'current': 3917.469, 'min': 400.0, 'max': 4700.0}, {'current': 4030.916, 'min': 400.0, 'max': 4700.0}, {'current': 4094.317, 'min': 400.0, 'max': 4700.0}, {'current': 3890.036, 'min': 400.0, 'max': 4700.0}, {'current': 2845.869, 'min': 400.0, 'max': 4700.0}, {'current': 2800.0, 'min': 400.0, 'max': 4700.0}], 'disk': {'/': {'total': 1867.8514862060547, 'used': 363.39586639404297}}, 'memory': {'total': 31.055835723876953}}
2023-11-15 17:33:59,801 INFO    HandlerThread:193887 [system_monitor.py:probe():224] Finished collecting system info
2023-11-15 17:33:59,801 INFO    HandlerThread:193887 [system_monitor.py:probe():227] Publishing system info
2023-11-15 17:33:59,801 DEBUG   HandlerThread:193887 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-15 17:33:59,801 DEBUG   HandlerThread:193887 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-15 17:33:59,801 DEBUG   HandlerThread:193887 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-15 17:34:00,668 INFO    Thread-12 :193887 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jonathancarona/Documents/visual-studio-code-projects/MLOPS/project_2/wandb/run-20231115_173359-uh9gmokk/files/conda-environment.yaml
2023-11-15 17:34:00,668 INFO    Thread-12 :193887 [dir_watcher.py:_on_file_created():271] file/dir created: /home/jonathancarona/Documents/visual-studio-code-projects/MLOPS/project_2/wandb/run-20231115_173359-uh9gmokk/files/requirements.txt
2023-11-15 17:34:01,211 DEBUG   HandlerThread:193887 [system_info.py:_save_conda():87] Saving conda packages done
